Identifier,County,Precinct Name,Location Name,Address,City,Zip,Auth 1,Auth 2,,,,,,,,
134,Bremer,CITY OF JANESVILLE/JACKSON TWP,"JANESVILLE SCHOOL, CAFETERIA",505 BARRICK RD,JANESVILLE,50647,6nHBADkI,xGoc1gGP,0,0,0,0,0,0,0,0
135,Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,THE 'OLE 707,707 MAIN ST,PLAINFIELD,50666,41fxgIOJ,FlqnXD0O,0,0,0,0,0,0,0,0
136,Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,"READLYN ELEMENTARY SCHOOL, CAFETERIA",200 E 4TH ST,READLYN,50668,YzW69cME,8Q26bP4g,0,0,0,0,0,0,0,0
137,Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,SUMNER-FREDERICK HIGH SCHOOL CAFETERIA,802 W 6TH ST,SUMNER,50674,9LEHziid,twU8dweA,0,0,0,0,0,0,0,0
138,Bremer,CITY OF TRIPOLI/FREMONT,TRIPOLI COMMUNITY CENTER,110 1ST AVE SW,TRIPOLI,50676,CvU2Sehe,MYehipEa,0,0,0,0,0,0,0,0
139,Bremer,LAFAYETTE TWP/WARREN TWPS,"WEST CEDAR ELEMENTARY SCHOOL, CAFETERIA",221 15TH ST NW,WAVERLY,50677,s4fKvPKb,XRRClwXT,0,0,0,0,0,0,0,0
140,Bremer,WAVERLY WARD I/E WASHINGTON TWP,"WAVERLY-SHELL ROCK MIDDLE SCHOOL, CAFETERIA",501 HERITAGE WAY,WAVERLY,50677,5LdFm4Vd,YV3xp2vW,0,0,0,0,0,0,0,0
141,Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,"WAVERLY-SHELL ROCK MIDDLE SCHOOL, AUDITORIUM",501 HERITAGE WAY,WAVERLY,50677,mGe7Ct0E,rHxX3QH7,0,0,0,0,0,0,0,0
142,Bremer,WAVERLY WARD III,"SAEMANN STUDENT CENTER, BANQUET ROOM",100 WARTBURG BLVD,WAVERLY,50677,GXx70h8I,0fZiLVk6,0,0,0,0,0,0,0,0
143,Bremer,WAVERLY WARD IV,"WAVERLY-SHELL ROCK HIGH SCHOOL, CAFETERIA",1405 4TH AVE SW,WAVERLY,50677,SAYB8hHH,7TmqM6GU,0,0,0,0,0,0,0,0
144,Bremer,WAVERLY WARD V/W WASHINGTON TWP,"WAVERLY-SHELL ROCK HIGH SCHOOL, AUDITORIUM",1405 4TH AVE SW,WAVERLY,50677,Y0fzyTKk,UKQLIido,0,0,0,0,0,0,0,0
145,Buchanan,Aurora,COMET CENTER,401 WOODRUFF ST,AURORA,50607,6Tf4EFIs,QRebp5A8,0,0,0,0,0,0,0,0
146,Buchanan,Brandon,JEFFERSON TOWNSHIP HALL,609 MAIN ST ,BRANDON,52210,S9Z8X0Xq,8vxcSJYI,0,0,0,0,0,0,0,0
147,Buchanan,Fairbank,FAIRBANK ELEMENTARY SCHOOL,505 FOREST ST.,FAIRBANK,50629,pxLsiOC1,sTAzcqz4,0,0,0,0,0,0,0,0
148,Buchanan,Hazleton,HAZLETON CITY HALL,111 3RD ST N,HAZELTON,50641,BbwA89Lv,VDejlRXW,0,0,0,0,0,0,0,0
149,Buchanan,Independence 1st Ward,INDEPENDENCE WEST ELEMENTARY SCHOOL LUNCHROOM,1301 1ST ST W,INDEPENDENCE,50644,D41YM5CI,BtYx9JkT,0,0,0,0,0,0,0,0
150,Buchanan,Independence 2nd Ward, INDEPENDENCE WEST ELEMENTARY SCHOOL BAND ROOM,1301 1ST ST W,INDEPENDENCE,50644,9xcSeoHM,0YYYUe3W,0,0,0,0,0,0,0,0
151,Buchanan,Independence 3rd Ward, INDEPENDENCE WEST ELEMENTARY SCHOOL SPECIAL ED ROOM,1301 1ST ST W,INDEPENDENCE,50644,R4AgQ6F0,heNSYUHA,0,0,0,0,0,0,0,0
152,Buchanan,Independence 4th Ward, INDEPENDENCE WEST ELEMENTARY SCHOOL ROOM W02,1301 1ST ST W,INDEPENDENCE,50644,nXlUwC7Z,NR9RKn4E,0,0,0,0,0,0,0,0
153,Buchanan,Independence 5th Ward, INDEPENDENCE WEST ELEMENTARY SCHOOL LIBRARY,1301 1ST ST W,INDEPENDENCE,50644,wVIO1Dud,SUkEU3zx,0,0,0,0,0,0,0,0
154,Buchanan,Jesup,JESUP HIGH SCHOOL LUNCH ROOM,531 PROSPECT ST,JESUP,50648,rLoryumh,Qown91m1,0,0,0,0,0,0,0,0
155,Buchanan,Middlefield-Newton,WOLFEY'S WAPSI OUTBACK,101 WATER ST S,QUASQUETON,52326,HcpwNbtA,CqJ1C5GX,0,0,0,0,0,0,0,0
156,Buchanan,Perry-Westburg,"JESUP HIGH SCHOOL, LIBRARY",531 PROSPECT ST,JESUP,50648,M0sMnqt6,7l6bLhTy,0,0,0,0,0,0,0,0
157,Buchanan,Quasqueton,CITY HALL COMMUNITY CENTER,113 WATER ST N,QUASQUETON,52326,R8ZLaKVR,CrcSQPom,0,0,0,0,0,0,0,0
158,Buchanan,Rowley,FIRST PRESBYTERIAN CHURCH,212 PARK AVENUE,ROWLEY,52329,Fbm8S8cG,dgJHjLT1,0,0,0,0,0,0,0,0
159,Buchanan,Winthrop,EAST BUCHANAN COMMUNITY SCHOOL,414 5TH ST N,WINTHROP,50682,ffq4IWsE,wdIbMVtf,0,0,0,0,0,0,0,0
160,Buena Vista,ALBERT CITY FAIRFIELD COON,ALBERT CITY-TRUESDALE ELEMENTARY SCHOOL,300 ORCHARD ST,ALBERT CITY,50510,PkShMMNM,n0fd6zTZ,0,0,0,0,0,0,0,0
161,Buena Vista,ALTA NOKOMIS ELK,"ALTA ELEMENTARY SCHOOL, CAFETERIA",1009 S MAIN ST,ALTA,51002,aGSxi2oi,QkR7rRQz,0,0,0,0,0,0,0,0
162,Buena Vista,LAKESIDE HAYES MAPLE VALLEY,CHAUTAUQUA SHELTER HOUSE W,410 E LAKESHORE DR,STORM LAKE,50588,ygwQ46CF,on2mk2Zg,0,0,0,0,0,0,0,0
163,Buena Vista,NEWELL NEWELL PROVIDENCE,NEWELL-FONDA SCHOOL,205 S CLARK ST,NEWELL,50568,IolUH1f0,mdknvMpy,0,0,0,0,0,0,0,0
164,Buena Vista,SRL;LGB;RELS;MAP,"SIOUX CENTRAL COMMUNITY SCHOOL, COMMONS",4440 HWY 71,SIOUX RAPIDS,50585,M9TBjtsl,Sfu5xmkb,0,0,0,0,0,0,0,0
165,Buena Vista,STORM LAKE 01,EARLY CHILDHOOD CENTER,930 E 5TH ST,STORM LAKE,50588,60G0cqfX,ThZU8Qwz,0,0,0,0,0,0,0,0
166,Buena Vista,STORM LAKE 02,CHAUTAUQUA SHELTER HOUSE E,410 E LAKESHORE DR,STORM LAKE,50588,qcnVlhCt,bT2zEWEq,0,0,0,0,0,0,0,0
167,Buena Vista,STORM LAKE 03,LAKE AVE LOUNGE,617 LAKE AVE,STORM LAKE,50588,yz4H1QHv,l9ZYyJvj,0,0,0,0,0,0,0,0
168,Buena Vista,STORM LAKE 04,"SIEBEN'S FORUM, DINING HALL",610 W 4TH ST,STORM LAKE,50588,wREyT4Yk,S0lu8j4c,0,0,0,0,0,0,0,0
169,Buena Vista,TRUESDALE WASHINGTON GRANT,"BUENA VISTA COUNTY COURTHOUSE, MEETING ROOM",215 E 5TH ST,STORM LAKE,50588,6msgujJ7,b1vv4yS5,0,0,0,0,0,0,0,0
170,Butler,1-GR,GREENE COMMUNITY CENTER,202 W SOUTH ST,GREENE,50636,fyerxEy7,zeHi935n,0,0,0,0,0,0,0,0
171,Butler,2-CL,"CLARKSVILLE COMMUNITY SCHOOL, MULTIPURPOSE ROOM",318 N MATHER ST,CLARKSVILLE,50619,5oGOkzRo,JMGnCYfn,0,0,0,0,0,0,0,0
172,Butler,3-DU,DUMONT LEGION HALL,508 MAIN ST,DUMONT,50625,SDG0iI6M,ljFR3ZUk,0,0,0,0,0,0,0,0
173,Butler,4-AL,"ALLISON PUBLIC LIBRARY, COMMUNITY ROOM",412 3RD ST,ALLISON,50602,DqblKlj0,SNphGqzz,0,0,0,0,0,0,0,0
174,Butler,5-AP,APLINGTON COMMUNITY CENTER,929 PARIOTT ST,APLINGTON,50604,gHs3ccU9,o84BWvIz,0,0,0,0,0,0,0,0
175,Butler,6-SR,"SHELL ROCK ELEMENTARY SCHOOL, LUNCH ROOM",214 N CHERRY ST,SHELL ROCK,50670,ucNFvUNc,uzcBxCsA,0,0,0,0,0,0,0,0
176,Butler,7-PB,AMERICAN LEGION,110 COLFAX ST,PARKERSBURG,50665,kZGwas3v,OayT2YxN,0,0,0,0,0,0,0,0
177,Butler,8-NH,"NEW HARTFORD COMMUNITY SCHOOL, MULTIPURPOSE ROOM",508 BEAVER ST,NEW HARTFORD,50660,dCZn5UGj,OJMZC0mD,0,0,0,0,0,0,0,0
178,Calhoun,Butler- Williams,POMERORY COMMUNITY ROOM,109 S ONTARIO ST,POMEROY,50575,M7WyznRn,8WetPwKL,0,0,0,0,0,0,0,0
179,Calhoun,Calhoun- Jackson- EG- LK,"SOUTH CENTRAL CALHOUN HIGH SCHOOL, AUDITORIUM",709 W MAIN ST,LAKE CITY,51449,O6mcBpMq,WkCL0039,0,0,0,0,0,0,0,0
180,Calhoun,Cedar,LOHRVILLE CITY HALL A,605 2ND ST,LOHRVILLE,51453,lccJaPHY,01JVIwka,0,0,0,0,0,0,0,0
181,Calhoun,Center- Logan- TL- GA- L,"CALHOUN COUNTY COURTHOUSE, DOWNSTAIRS WELLNESS ROOM",416 4TH ST ,ROCKWELL CITY,50579,5RV5gPYU,Nub1ganh,0,0,0,0,0,0,0,0
182,Calhoun,Greenfield & Lincoln 2,"MANSON NW WEBSTER HIGH SCHOOL, LIBRARY",1601 15TH AVE,MANSON,50563,I3qy0qwt,lU5uMpfC,0,0,0,0,0,0,0,0
183,Calhoun,Lincoln 1,"MANSON NW WEBSTER HIGH SCHOOL, AUDITORIUM",1601 15TH AVE,MANSON,50563,wTMLbkvQ,MYHHxed0,0,0,0,0,0,0,0,0
184,Calhoun,Reading,LOHRVILLE CITY HALL B,605 2ND ST,LOHRVILLE,51453,gCYMKMxQ,HjI7EYTG,0,0,0,0,0,0,0,0
185,Calhoun,Rockwell City,"CALHOUN COUNTY COURTHOUSE, UPSTAIRS COURTROOM",416 4TH ST ,ROCKWELL CITY,50579,KESXfYdy,MtsuAvwk,0,0,0,0,0,0,0,0
186,Calhoun,Sherman,"CALHOUN COUNTY COURTHOUSE, DOWNSTAIRS VESTIBULE",416 4TH ST ,ROCKWELL CITY,50579,TJssqWVj,VrvLcvqt,0,0,0,0,0,0,0,0
187,Calhoun,Union,LOHRVILLE CITY HALL C,605 2ND ST,LOHRVILLE,51453,9f7OCOmQ,2ip4UZjc,0,0,0,0,0,0,0,0
188,Carroll,Arcadia,ARCADIA LEGION HALL,210 W HEAD ST,ARCADIA,51430,kU3m4rPO,BCUQkbnb,0,0,0,0,0,0,0,0
189,Carroll,Carroll Ward Four,SWAN LAKE STATE PARK CONSERVATION EDUCATION CENTER,22676 SWAN LAKE TRAIL,CARROLL,51401,FZrjChtt,WTn0shaK,0,0,0,0,0,0,0,0
190,Carroll,Carroll Ward One,CARROLL HIGH SCHOOL AUDITORIUM,2809 N GRANT RD,CARROLL,51401,5eDruEwg,TYYNEhOa,0,0,0,0,0,0,0,0
191,Carroll,Carroll Ward Three &amp; S1/2 Maple River Twp,ADAMS ELEMENTARY SCHOOL GYMNASIUM,1026 N ADAMS ST,CARROLL,51401,WZPcduod,jzNaperw,0,0,0,0,0,0,0,0
192,Carroll,Carroll Ward Two &amp; N1/2 Maple River Twp,FIRST UNITED METHODIST CHURCH FELLOWSHIP HALL,1621 N MAIN ST,CARROLL,51401,3z0uIPee,K6awTbKJ,0,0,0,0,0,0,0,0
193,Carroll,Eden,"TEMPLETON CENTER, COMMUNITY ROOM",230 S 5TH AVE,TEMPLETON,51463,JGXYvv9Z,MieoTd76,0,0,0,0,0,0,0,0
194,Carroll,Ewoldt,MANNING VFW HALL,806 2ND ST,MANNING,51455,CMSXeMaZ,y9yaLubB,0,0,0,0,0,0,0,0
195,Carroll,Glidden-Richland,"GLIDDEN PUBLIC LIBRARY, MEETING ROOM",110 S IDAHO ST,GLIDDEN,51443,c1DtwEVC,hpHdu2Mu,0,0,0,0,0,0,0,0
196,Carroll,Pleasant Valley-Newton,TEMPLETON CENTER,230 S 5TH AVE,TEMPLETON,51463,MEU6jC60,rby7t5X9,0,0,0,0,0,0,0,0
197,Carroll,Sheridan-Grant-Jasper,LIDDERDALE COMMUNITY BUILDING,MAIN STREET,LIDDERDALE,51452,CztjBUcy,vYtYyL2Y,0,0,0,0,0,0,0,0
198,Carroll,Union,COON RAPIDS MUNICIPAL UTILITIES BUILDING,123 3RD AVE S,COON RAPIDS,50058,KkEuv0gm,GLRabZF1,0,0,0,0,0,0,0,0
199,Carroll,Washington-Roselle,HALBUR COMMUNITY CENTER,105 W 2ND ST,HALBUR,51444,U6RIltsy,mbdkovIo,0,0,0,0,0,0,0,0
200,Carroll,Wheatland-Kniest,BREDA AMERICAN LEGION HALL,208 MAIN ST,BREDA,51436,aWsv2GZ8,Ctsp6uBT,0,0,0,0,0,0,0,0
201,Cass,Atlantic 1,ATLANTIC HIGH SCHOOL A,1201 E 14TH ST,ATLANTIC,50022,PBiiFtyP,lv6OiZzJ,0,0,0,0,0,0,0,0
202,Cass,Atlantic 2,ATLANTIC HIGH SCHOOL B,1201 E 14TH ST,ATLANTIC,50022,enOakymF,v5zEehjf,0,0,0,0,0,0,0,0
203,Cass,Atlantic 3,ATLANTIC HIGH SCHOOL C,1201 E 14TH ST,ATLANTIC,50022,pZT7LcKr,dXokgFoV,0,0,0,0,0,0,0,0
204,Cass,Atlantic 4,ATLANTIC HIGH SCHOOL D,1201 E 14TH ST,ATLANTIC,50022,1kifXGIn,5xyK4E0M,0,0,0,0,0,0,0,0
205,Cass,Atlantic 5,ATLANTIC HIGH SCHOOL E,1201 E 14TH ST,ATLANTIC,50022,KBrrLzXc,mf11p0r4,0,0,0,0,0,0,0,0
206,Cass,Bear Grove- Cass Twp/Lewis,LEWIS COMMUNITY BUILDING,311 MARKET,LEWIS,51544,vV6MQere,rN4GXKVx,0,0,0,0,0,0,0,0
207,Cass,Benton- Franklin Twp/Wiota,"WIOTA COMMUNITY CENTER, STORAGE AREA",311 MARKET ST,WIOTA,50274,KD3ETozF,ndozqmXx,0,0,0,0,0,0,0,0
208,Cass,Brighton- Grove- Pymosa- Washington Twp/Marne,ATLANTIC HIGH SCHOOL F,1201 E 14TH ST,ATLANTIC,50022,Z2EpfgO2,9xVvs74I,0,0,0,0,0,0,0,0
209,Cass,Enda- Victoria Twp,CAM MIDDLE SCHOOL C,207 6TH ST,MASSENA,50853,6Soith8i,VgAQNTHt,0,0,0,0,0,0,0,0
210,Cass,Grant- Lincoln Twp/Anita,CAM HIGH SCHOOL,1000 VICTORY PARK RD,ANITA,50020,qjZZ9ayg,43FJD3Sh,0,0,0,0,0,0,0,0
211,Cass,Massena Twp/Massena City,CAM MIDDLE SCHOOL B,207 6TH ST,MASSENA,50853,JLzPH53u,jNqBgWAs,0,0,0,0,0,0,0,0
212,Cass,Noble- Pleasant Twp/Griswold,"GRISWOLD HIGH SCHOOL, AUDITORIUM",20 MADISON ST,GRISWOLD,51535,H8JiUn9X,2DadhgVa,0,0,0,0,0,0,0,0
213,Cass,Union Twp/Cumberland,CAM MIDDLE SCHOOL A,207 6TH ST,MASSENA,50853,hdD5RlpS,kgTEUonc,0,0,0,0,0,0,0,0
214,Cedar,CASS/CENTER/IOWA/ROCHESTER,"TIPTON HIGH SCHOOL, MEDIA CENTER",400 E 6TH ST,TIPTON,52772,tm4wmZR8,vzEBvVNV,0,0,0,0,0,0,0,0
215,Cedar,DAYTON/FAIRFIELD,"NORTH CEDAR HIGH SCHOOL, CAFETERIA",400 BALL ST,CLARENCE,52216,WdK3QfxM,8FOVTYV5,0,0,0,0,0,0,0,0
216,Cedar,FARMINGTON/SUGAR CREEK,"DURANT HIGH SCHOOL, AUDITORIUM",408 7TH ST,DURANT,52747,zsnaAogZ,i3Z5aPLw,0,0,0,0,0,0,0,0
217,Cedar,FREMONT/RED OAK,STANWOOD GYM,102 E NORTH ST,STANWOOD,52337,0vkpjLus,VhpinykM,0,0,0,0,0,0,0,0
218,Cedar,GOWER/SPRINGDALE,"WEST BRANCH HIGH SCHOOL, AUDITORIUM/LIBRARY",900 W MAIN ST,WEST BRANCH,52358,VxULWIqF,eCTXAu4q,0,0,0,0,0,0,0,0
219,Cedar,INLAND,"BENNETT ELEMENTARY SCHOOL, CAFETERIA",300 CEDAR ST,BENNETT,52721,wUc5j9SW,bXWkNqx6,0,0,0,0,0,0,0,0
220,Cedar,LINN/PIONEER,MECHANICSVILLE MEMORIAL BUILDING,102 N JOHN ST,MECHANICSVILLE,52306,kzPj4a4o,Ootnhh9i,0,0,0,0,0,0,0,0
221,Cedar,MASSILLON/SPRINGFIELD,"NORTH CEDAR ELEMENTARY, CAFETERIA",703 PARK AVE,LOWDEN,52255,rtTDMvFn,OTEwBem5,0,0,0,0,0,0,0,0
222,Cedar,TIPTON 1,"TIPTON HIGH SCHOOL, LIFE SKILLS ROOM",400 E 6TH ST,TIPTON,52772,M0r5JjMb,Q3kIEb29,0,0,0,0,0,0,0,0
223,Cedar,TIPTON 2,"TIPTON HIGH SCHOOL, 1925 GYM",400 E 6TH ST,TIPTON,52772,VxpnPSO4,XpqBQoyh,0,0,0,0,0,0,0,0
224,Cedar,TIPTON 3,"TIPTON HIGH SCHOOL, AUDITORIUM",400 E 6TH ST,TIPTON,52772,KCUqF9lM,v8ZfpJt3,0,0,0,0,0,0,0,0
225,Cedar,WEST BRANCH 1,"WEST BRANCH HIGH SCHOOL, GYM",900 W MAIN ST,WEST BRANCH,52358,I8s3YkgB,koapDJ69,0,0,0,0,0,0,0,0
226,Cerro Gordo,Clear Lake - Grant - Union,VENTURA COMMUNITY HALL,4 N WEIMER ST,VENTURA,50482,VhTaelf0,Yh5wccsV,0,0,0,0,0,0,0,0
227,Cerro Gordo,Clear Lake - Ward 1,"CLEAR CREEK ELEMENTARY, SMALL LUNCHROOM",901 S 14TH ST,CLEAR LAKE,50401,oYYwpdea,jFhWPaeG,0,0,0,0,0,0,0,0
228,Cerro Gordo,Clear Lake - Ward 2,"CLEAR CREEK ELEMENTARY SCHOOL, GYM",901 S 14TH ST,CLEAR LAKE,50428,WcHavMAX,AEbarJvS,0,0,0,0,0,0,0,0
229,Cerro Gordo,Clear Lake - Ward 3,"CLEAR CREEK ELEMENTARY SCHOOL, LARGE LUNCHROOM",901 S 14TH ST,CLEAR LAKE,50428,woDrTBfz,XIlTCvbN,0,0,0,0,0,0,0,0
230,Cerro Gordo,Falls - Plymouth Pct,PLYMOUTH TOWN HALL,616 BROAD ST,PLYMOUTH,50464,xEtOKApB,yZvV0rDG,0,0,0,0,0,0,0,0
231,Cerro Gordo,Falls - Rock Falls Pct,ROCK FALLS COMMUNITY CENTER,3 NOTTINGHAM ST,ROCK FALLS,50467,yEApX0tr,2pj8KBSn,0,0,0,0,0,0,0,0
232,Cerro Gordo,Geneseo Twp Pct,"WEST FORK MIDDLE SCHOOL, LUNCHROOM",210 2ND ST S,ROCKWELL,50469,cuLU78in,RHL4FTug,0,0,0,0,0,0,0,0
233,Cerro Gordo,Grimes - Meservey Pct,MESERVEY LIBRARY,719 1ST ST,MESERVEY,50457,TC4wA4YR,x1NZMU3Z,0,0,0,0,0,0,0,0
234,Cerro Gordo,Grimes - Thornton Pct,THORNTON LIBRARY,412 MAIN ST,THORNTON,50479,G6l3kPnS,ppTvBTU6,0,0,0,0,0,0,0,0
235,Cerro Gordo,Lake / Lincoln Twps Pct,CENTRAL RIVERS AEA,9184 265TH ST ,CLEAR LAKE,50428,EBNicR6f,CCPhkHmQ,0,0,0,0,0,0,0,0
236,Cerro Gordo,Lime Creek / Mason N Twps,LIME CREEK NATURE CENTER,3501 LIME CREEK RD,MASON CITY,50401,Pb6PC8I1,7pAlUy6R,0,0,0,0,0,0,0,0
237,Cerro Gordo,Mason City W-1 P-1,"HARDING ELEMENTARY SCHOOL, ART ROOM",1239 N RHODE ISLAND AVE,MASON CITY,50401,FBJ6pl0W,XDWJb7uv,0,0,0,0,0,0,0,0
238,Cerro Gordo,Mason City W-1 P-2,"HARDING ELEMENTARY SCHOOL, IC",1239 N RHODE ISLAND AVE,MASON CITY,50401,y17pufnT,blOs4SMi,0,0,0,0,0,0,0,0
239,Cerro Gordo,Mason City W-1 P-3,"JEFFERSON ELEMENTARY SCHOOL, IC",1421 4TH ST SE,MASON CITY,50401,99O6oZl9,8AxRmP1F,0,0,0,0,0,0,0,0
240,Cerro Gordo,Mason City W-2 P-1,THE MANOR,4 3RD ST W,MASON CITY,50401,d5cUDeGQ,lfKsSTIr,0,0,0,0,0,0,0,0
241,Cerro Gordo,Mason City W-2 P-2,"HOOVER ELEMENTARY SCHOOL, IC",1123 8TH ST NW,MASON CITY,50401,FyHk9DcE,OZ1TLxQ9,0,0,0,0,0,0,0,0
242,Cerro Gordo,Mason City W-2 P-3,"HOOVER ELEMENTARY SCHOOL, ART ROOM",1123 8TH ST NW,MASON CITY,50401,jk6JcT4P,8cUNElJe,0,0,0,0,0,0,0,0
243,Cerro Gordo,Mason City W-3 P-1,"MUSE-NORRIS CONFERENCE CENTER, ROOM A",500 COLLEGE DR,MASON CITY,50401,d8VrUjKs,bFfsBbFk,0,0,0,0,0,0,0,0
244,Cerro Gordo,Mason City W-3 P-2,"MUSE-NORRIS CONFERENCE CENTER, ROOM B",500 COLLEGE DR,MASON CITY,50401,LLeJ2Ddh,Oxl5yqMc,0,0,0,0,0,0,0,0
245,Cerro Gordo,Mason City W-3 P-3,NIACC ACTIVITY CENTER,500 COLLEGE DR,MASON CITY,50401,ddOAmNd0,H8Rpg87T,0,0,0,0,0,0,0,0
246,Cerro Gordo,Mason City W-4 P-1,"ROOSEVELT ELEMENTARY SCHOOL, IC",313 15TH ST SE,MASON CITY,50401,2EYQSVIy,sAj3echR,0,0,0,0,0,0,0,0
247,Cerro Gordo,Mason City W-4 P-2,"LINCOLN INTERMEDIATE SCHOOL, IC",1625 S PENNSYLVANIA AVE,MASON CITY,50401,Z07gKWr4,wKkhIev1,0,0,0,0,0,0,0,0
248,Cerro Gordo,Mason City W-4 P-3,"LINCOLN INTERMEDIATE SCHOOL, ATRIUM",1625 S PENNSYLVANIA AVE,MASON CITY,50401,IUam0Xbn,zmTD8E7G,0,0,0,0,0,0,0,0
249,Cerro Gordo,Mason S / Bath Twps,"NIACC ACTIVITY CENTER, ROOM 101",500 COLLEGE DR,MASON CITY,50401,fgGqY6ZT,5RD1KNsu,0,0,0,0,0,0,0,0
250,Cerro Gordo,Mt Vernon - Pl Valley Twps,THORNTON COMMUNITY CENTER,333 MAIN ST,THORNTON,50479,UlqM3jkw,Uu8BxBZm,0,0,0,0,0,0,0,0
251,Cerro Gordo,Portland - Owen - Dougherty,DOUGHTERY TOWN HALL,81 E PATRICK ST,DOUGHTERY,50433,udTMrizA,XfIU1DBK,0,0,0,0,0,0,0,0
252,Cherokee,#1 Aurelia,AURELIA MIDDLE SCHOOL CAFETERIA,300 ASH ST,AURELIA,51005,D1qQqHsp,UkUZvUPe,0,0,0,0,0,0,0,0
253,Cherokee,#2 Cleghorn,CLEGHORN COMMUNITY CENTER,102 W GRACE AVE,CLEGHORN,51014,YeVo2rBD,yTAHEcw0,0,0,0,0,0,0,0,0
254,Cherokee,#3 Quimby,FIRE STATION MEETING ROOM,100 MAIN ST,QUIMBY,51049,z2fKAaKb,KlAIwRf4,0,0,0,0,0,0,0,0
255,Cherokee,#4 Cherokee,"WASHINGTON HS, MUSIC ROOM",600 W BLUFF ST,CHEROKEE,51012,guoG0JNg,L2u0AHJq,0,0,0,0,0,0,0,0
256,Cherokee,#5 Cherokee Ward 1,"WASHINGTON HS, BAND ROOM",600 W BLUFF ST,CHEROKEE,51012,HLvQReAK,YsCTzpfG,0,0,0,0,0,0,0,0
257,Cherokee,#6 Cherokee Ward 2,"WASHINGTON HS, COMMONS",600 W BLUFF ST,CHEROKEE,51012,CgdP4rnk,VenPKLV3,0,0,0,0,0,0,0,0
258,Cherokee,#7 Cherokee Ward 3,"WASHINGTON HS, AUDITORIUM",600 W BLUFF ST,CHEROKEE,51012,NhrCHeDr,w9ZGUqML,0,0,0,0,0,0,0,0
259,Chickasaw,Bradford,"NASHUA-PLAINFIELD MIDDLE SCHOOL, COMMON ROOM (WEST ENTRANCE)",612 GREELEY ST,NASHUA,50658,ghfYmp0S,ykED9rtM,0,0,0,0,0,0,0,0
260,Chickasaw,Chickasaw,IONIA FIRE STATION,301 W MAIN ST,IONIA,50645,Nhudu9sV,xt2AX07o,0,0,0,0,0,0,0,0
261,Chickasaw,City of New Hampton Ward Four,"NEW HAMPTON HIGH SCHOOL, OLD CAFETERIA",710 W MAIN ST,NEW HAMPTON,50659,ESvqUApr,wGhkLxCT,0,0,0,0,0,0,0,0
262,Chickasaw,City of New Hampton Ward One,"NEW HAMPTON MIDDLE SCHOOL, LOWER LEVEL CLASSROOM COMMON AREA",710 W MAIN ST,NEW HAMPTON,50659,bSH6tVta,db26rPQv,0,0,0,0,0,0,0,0
263,Chickasaw,City of New Hampton Ward Three,"NEW HAMPTON MIDDLE SCHOOL, CAFETERIA",710 W MAIN ST,NEW HAMPTON,50659,k46iz05M,AiD1xlxl,0,0,0,0,0,0,0,0
264,Chickasaw,City of New Hampton Ward Two,"NEW HAMPTON MIDDLE SCHOOL, UPPER LEVEL CLASSROOM COMMON AREA",710 W MAIN ST,NEW HAMPTON,50659,uE3MZImq,OJRU73yL,0,0,0,0,0,0,0,0
265,Chickasaw,Dayton-Richland,"NEW HAMPTON HIGH SCHOOL, LOWER LEVEL FOYER",710 W MAIN ST,NEW HAMPTON,50659,I3PPjDes,E3XEDVLr,0,0,0,0,0,0,0,0
266,Chickasaw,Deerfield-Washington 2,"NEW HAMPTON MIDDLE SCHOOL, MUSIC ROOM",710 W MAIN ST,NEW HAMPTON,50659,VSNrBSjU,l0uXxHdQ,0,0,0,0,0,0,0,0
267,Chickasaw,Dresden-Fredericksburg,"SUMNER-FREDERICKSBURG MIDDLE SCHOOL, LIBRARY",300 E MAIN ST,FREDERICKSBURG,50630,IcKLuOs9,MuaT1ZJ9,0,0,0,0,0,0,0,0
268,Chickasaw,Jacksonville-Utica,LAWLER COMMUNITY CENTER A,414 EAST GROVE ST,LAWLER,52154,IaPDJmQR,80EVzQry,0,0,0,0,0,0,0,0
269,Chickasaw,New Hampton Rural,"NEW HAMPTON MIDDLE SCHOOL, LOWER LEVEL FOYER",710 W MAIN ST,NEW HAMPTON,50659,BgbAdRQZ,l2s9bwoN,0,0,0,0,0,0,0,0
270,Chickasaw,Stapleton,LAWLER COMMUNITY CENTER B,414 EAST GROVE ST,LAWLER,52154,Gd1ov3wK,A5uxkQPJ,0,0,0,0,0,0,0,0
271,Chickasaw,Washington 1 Township,ALTA VISTA LIBRARY,203 S WHITE AVE,ALTA VISTA,50603,EwYX05kK,DIMBINZy,0,0,0,0,0,0,0,0
272,Clarke,Middle Precinct,"CLARKE COMMUNITY HIGH SCHOOL, BAND ROOM",800 N JACKSON ST,OSCEOLA,50213,79EXg0Jf,klsN2kRj,0,0,0,0,0,0,0,0
273,Clarke,Murray Precinct,"MURRAY JUNIOR HIGH, GYM",216 SHERMAN ST,MURRAY,50174,5dAPqB5h,RFtIzaSW,0,0,0,0,0,0,0,0
