Identifier,County,Precinct Name,Location Name,Address,City,Zip,Auth 1,Auth 2,,,,,,,,
1253,Polk,WDM-117,WESTRIDGE ELEMENTARY CAFETERIA, 5500 EP TRUE PKWY,WEST DES MOINES,50265,LZUXdGWV,RsXPtRia,0,0,0,0,0,0,0,0
1254,Polk,WDM-118,"HILLSIDE ELEMENTARY, CAFETERIA",713 8TH STREET,WEST DES MOINES,50265,6ouZpkqD,zeCWxvq6,0,0,0,0,0,0,0,0
1255,Polk,WDM-211,"CROSSROADS PARK ELEMENTARY, GYM",1050 50TH ST,WEST DES MOINES,50266,QhklkQUG,l7BSbaiz,0,0,0,0,0,0,0,0
1256,Polk,WDM-212,"VALLEY HIGH SCHOOL, CAFETERIA",3650 WOODLAND AVE,WEST DES MOINES,50266,Cy8sSZmq,reARhsxg,0,0,0,0,0,0,0,0
1257,Polk,WDM-213,"ASHWORTH ROAD BAPTIST CHURCH, BASEMENT",5300 ASHWORTH RD,WEST DES MOINES,50266,YMHVA4Ez,uuivY5Gj,0,0,0,0,0,0,0,0
1258,Polk,WDM-311,"VALLEY SOUTHWOODS HS, GYM A",625 S 35TH ST,WEST DES MOINES,50266,fumjRJEF,OsSxeKku,0,0,0,0,0,0,0,0
1259,Polk,WDM-312,"VALLEY SOUTHWOODS HS, GYM B",625 S 35TH ST,WEST DES MOINES,50265,bngWQ2MG,UtjdPU4C,0,0,0,0,0,0,0,0
1260,Polk,WDM-313,"LEARNING RESOURCE CENTER, COMMUNITY ROOM A",3550 MILLS CIVIC PKWY,WEST DES MOINES,50265,MOSUvIyM,uttaPvu3,0,0,0,0,0,0,0,0
1261,Polk,WDM-314,"FAIRMEADOWS ELEMENTARY, CAFETERIA",807 23RD ST,WEST DES MOINES,50265,B1mNymg1,Goc11MCE,0,0,0,0,0,0,0,0
1262,Polk,WDM-315,"JORDAN CREEK ELEMENTARY, CAFETERIA",4105 FULLER RD,WEST DES MOINES,50265,AsszcgMG,omE454QQ,0,0,0,0,0,0,0,0
1263,Polk,WDM-316,"VALLEY HS, AUDITORIUM",3650 WOODLAND AVE,WEST DES MOINES,50265,gM195Vz5,PErcO8vw,0,0,0,0,0,0,0,0
1264,Polk,WDM-317,"ASHWORTH ROAD BAPTIST CHURCH, WORSHIP CENTER",5300 ASHWORTH RD,WEST DES MOINES,50266,BvgW2y8C,nLXryV9h,0,0,0,0,0,0,0,0
1265,Polk,WDM-318,"WEST DES MOINES CHRISTIAN CHURCH, MULTIPURPOSE ",4501 MILLS CIVIC PARKWAY ,WEST DES MOINES,50265,rGryd8CX,RHIzRobR,0,0,0,0,0,0,0,0
1266,Polk,WEBSTER-01,"MEREDITH MIDDLE SCHOOL, GOLD CAFETERIA",4827 MADISON AVE,DES MOINES,50310,UB7CXnqC,uRriPkFX,0,0,0,0,0,0,0,0
1267,Polk,WINDSOR HEIGHTS-01,WINDSOR ELEMENTARY GYM,5912 UNIVERSITY AVE,DES MOINES,50311,yeesK3qd,Cy6dGI77,0,0,0,0,0,0,0,0
1268,Polk,WINDSOR HEIGHTS-02,"CLIVE ELEMENTARY LEARNING ACADEMY, GYM",1600 73RD ST,WINDSOR HEIGHTS,50324,YKd9uS2a,VJybGBQk,0,0,0,0,0,0,0,0
1269,Polk,WINDSOR HEIGHTS-03,"INDIAN HILLS JUNIOR HIGH, CAFETERIA ",9401 INDIAN HILLS DR,CLIVE,50325,oc6xuZub,lwdBaOpH,0,0,0,0,0,0,0,0
1270,Pottawattamie,Avoca,"AHST HIGH SCHOOL, LIBRARY",768 S MAPLE ST,AVOCA,51521,wALhi2ch,tyFqdw1q,0,0,0,0,0,0,0,0
1271,Pottawattamie,Carson,CARSON COMMUNITY CENTER,316 S COMMERCIAL ST,CARSON,51525,YxS5AtGw,QKUsNvHX,0,0,0,0,0,0,0,0
1272,Pottawattamie,Carter Lake 1,"CARTER LAKE ELEMENTARY SCHOOL, GYM A",1000 WILLOW DR,CARTER LAKE,51510,HixVnFvv,XFnoZkgS,0,0,0,0,0,0,0,0
1273,Pottawattamie,Carter Lake 2,"CARTER LAKE ELEMENTARY SCHOOL, GYM B",1000 WILLOW DR,CARTER LAKE,51501,AgwjwnYM,n7egwhJR,0,0,0,0,0,0,0,0
1274,Pottawattamie,Council Bluff  04,WILSON MS SMALL GYM,715 N 21ST ST,COUNCIL BLUFFS,51501,Sy8QlVvm,tkglpOBI,0,0,0,0,0,0,0,0
1275,Pottawattamie,Council Bluff  11,BROADWAY METHODIST CHURCH,11 S 1ST ST,COUNCIL BLUFFS,51503,rmBhhXHx,2ox6axjj,0,0,0,0,0,0,0,0
1276,Pottawattamie,Council Bluff  16,"THOMAS JEFFERSON HIGH SCHOOL, COMMONS",2501 W BROADWAY,COUNCIL BLUFFS,51501,6E1F38wH,z56KzElx,0,0,0,0,0,0,0,0
1277,Pottawattamie,Council Bluff  20,GETHESMANE PRESBYTERIAN CHURCH,224 WALLACE AVE,COUNCIL BLUFFS,51501,qadpuR1r,1wcrrADp,0,0,0,0,0,0,0,0
1278,Pottawattamie,Council Bluff 01,FRANKLIN ELEM SCHOOL LIBRARY,3130 AVENUE C,COUNCIL BLUFFS,51501,7TXDKKkN,aHrAbZmw,0,0,0,0,0,0,0,0
1279,Pottawattamie,Council Bluff 02,FRANKLIN ELEM SCHOOL GYM,3130 AVENUE C,COUNCIL BLUFFS,51501,vjOe71Fj,7ZWRQVDQ,0,0,0,0,0,0,0,0
1280,Pottawattamie,Council Bluff 03,RIVERSIDE COMMUNITY CHURCH OF CHRIST,2828 AVE G,COUNCIL BLUFFS,51501,wOIZDXFH,H2Dq6gfc,0,0,0,0,0,0,0,0
1281,Pottawattamie,Council Bluff 05,"THOMAS JEFFERSON HIGH SCHOOL, COMMONS ",2501 W BROADWAY,COUNCIL BLUFFS,51501,pnyWQi6C,iqk1sERb,0,0,0,0,0,0,0,0
1282,Pottawattamie,Council Bluff 06,HOOVER ELEMENTARY SCHOOL GYM,1205 N BROADWAY,COUNCIL BLUFFS,51503,1jvMnO4F,YB7Li1na,0,0,0,0,0,0,0,0
1283,Pottawattamie,Council Bluff 07,"WILSON MIDDLE SCHOOL, AUDITORIUM",715 N 21ST ST,COUNCIL BLUFFS,51501,G3Yz52zb,AIWNf2su,0,0,0,0,0,0,0,0
1284,Pottawattamie,Council Bluff 08,MILE AWAY RECEPTION HALL,20270 OLD LINCOLN HWY,COUNCIL BLUFFS,51503,koPmNjAO,6KoGKHl1,0,0,0,0,0,0,0,0
1285,Pottawattamie,Council Bluff 09,"COLLEGE VIEW ELEMENTARY, GYM",1225 COLLEGE RD,COUNCIL BLUFFS,51503,drzWXEmQ,LrdUKvb3,0,0,0,0,0,0,0,0
1286,Pottawattamie,Council Bluff 10A,"ABRAHAM LINCOLN HIGH SCHOOL, CAFETERIA",1205 BONHAM ST,COUNCIL BLUFFS,51503,dGZW9kgn,vzaKyCwK,0,0,0,0,0,0,0,0
1287,Pottawattamie,Council Bluff 10B,CBCSD MADISON AVENUE CAMPUS,1751 MADISON AVE,COUNCIL BLUFFS,51503,K72GcwBU,msYvnDQQ,0,0,0,0,0,0,0,0
1288,Pottawattamie,Council Bluff 12,ABRAHAM LINCOLN HS AUDITORIUM,1205 BONHAM ST,COUNCIL BLUFFS,51503,XRSOfxGc,74MKZaaf,0,0,0,0,0,0,0,0
1289,Pottawattamie,Council Bluff 13,"ABRAHAM LINCOLN HIGH SCHOOL, COMMONS",1205 BONHAM ST,COUNCIL BLUFFS,51503,yW9fucY5,sBH8VScV,0,0,0,0,0,0,0,0
1290,Pottawattamie,Council Bluff 14,"LONGFELLOW ELEMENTARY SCHOOL, CAFETERIA",2011 S 10TH ST,COUNCIL BLUFFS,51503,cZ5QmkXl,Jcp1kIa1,0,0,0,0,0,0,0,0
1291,Pottawattamie,Council Bluff 15,EDISON ELEMENTARY SCHOOL GYM,2218 3RD AVE,COUNCIL BLUFFS,51501,zBipBPbT,76CMELpy,0,0,0,0,0,0,0,0
1292,Pottawattamie,Council Bluff 17,"RUE ELEMENTARY SCHOOL, GYM",3326 6TH AVE,COUNCIL BLUFFS,51501,QmVqGaAy,q1tAKbiC,0,0,0,0,0,0,0,0
1293,Pottawattamie,Council Bluff 18,"LONGFELLOW ELEMENTARY SCHOOL, AUDITORIUM",2011 S 10TH ST,COUNCIL BLUFFS,51501,Ypd4jffF,yLtSG90u,0,0,0,0,0,0,0,0
1294,Pottawattamie,Council Bluff 19,"LEWIS CENTRAL MIDDLE SCHOOL, AUDITORIUM",3820 HARRY LANGDON BLVD ,COUNCIL BLUFFS,51503,XB7SCygS,biIbgEI8,0,0,0,0,0,0,0,0
1295,Pottawattamie,Council Bluff 21,"LEWIS CENTRAL MIDDLE SCHOOL, CAFETERIA",3820 HARRY LANGDON BLVD,COUNCIL BLUFFS,51503,CNEEy4v6,J0QbInfH,0,0,0,0,0,0,0,0
1296,Pottawattamie,Crescent,CRESCENT ELEMENTARY SCHOOL GYM,401 E WELCH ST,CRESCET,51526,cfilDQpn,B0j410os,0,0,0,0,0,0,0,0
1297,Pottawattamie,GLWCW,RIVERSIDE HS CLASSROOM B,18997 HWY 59,OAKLAND,51560,DENvqRLG,uiZLvwJu,0,0,0,0,0,0,0,0
1298,Pottawattamie,Garner,ST JOHNS UNITED CHURCH OF CHRIST,400 CLOVERDALE DR,COUNCIL BLUFFS,51503,KQPFHHFD,BRKLR2rc,0,0,0,0,0,0,0,0
1299,Pottawattamie,Hancock,AHST HIGH SCHOOL CAFETERIA,768 S MAPLE ST,AVOCA,51521,CfyuIV0e,rIpElzLg,0,0,0,0,0,0,0,0
1300,Pottawattamie,Lewis 1,"IOWA WESTERN COMMUNITY COLLEGE, LOOFT HALL",2700 COLLEGE RD,COUNCIL BLUFFS,51503,SNCu7ryz,mrNLUqMh,0,0,0,0,0,0,0,0
1301,Pottawattamie,Lewis 2,"LEWIS CENTRAL MS, GYM",3820 HARRY LANGDON BLVD,COUNCIL BLUFFS,51503,GQ1z5iZI,qxZQ3mMq,0,0,0,0,0,0,0,0
1302,Pottawattamie,Macedonia,DEWITT COMMUNITY BUILDING,404 POTTER ST,MACEDONIA,51549,ecHsylZy,RzJVWYi9,0,0,0,0,0,0,0,0
1303,Pottawattamie,McClelland,UNDERWOOD ELEMENTARY SCHOOL,601 3RD ST ,UNDERWOOD,51576,t2FU5h2A,24w8qu4m,0,0,0,0,0,0,0,0
1304,Pottawattamie,Minden,MINDEN VOL. FIRE DEPT.,205 MAIN ST,MINDEN,51553,5pnDkYxW,sLTk4hgi,0,0,0,0,0,0,0,0
1305,Pottawattamie,Neola,TRI-CENTER HS COMMON AREA,33980 310TH ST,NEOLA,51559,cYfODEnu,LGbZiSoF,0,0,0,0,0,0,0,0
1306,Pottawattamie,Oakland,RIVERSIDE HS AUDITORIUM,18997 HWY 59,OAKLAND,51560,jBzWuEpW,LM0nm2Km,0,0,0,0,0,0,0,0
1307,Pottawattamie,Treynor,TREYNOR ELEMENTARY GYM,2 ELEMENTARY DR,TREYNOR,51575,DNC6G9Js,tYo7r5yL,0,0,0,0,0,0,0,0
1308,Pottawattamie,Underwood,UNDERWOOD ELEMENTARY  COMMONS AREA,601 3RD ST,UNDERWOOD,51576,KvO9IJQW,HhCqJwlb,0,0,0,0,0,0,0,0
1309,Pottawattamie,Walnut,WALNUT ELEMENTARY SCHOOL CONFERENCE ROOM,415 ANTIQUE CITY DR,WALNUT,51577,rGy6lq2r,FcZoRvAr,0,0,0,0,0,0,0,0
1310,Poweshiek,1ST WARD - 06.06GR,DARBY GYMNASIUM,1201 10TH AVE,GRINNELL,50112,BkDWdjuN,oVhcM2Jm,0,0,0,0,0,0,0,0
1311,Poweshiek,2ND WARD - 07.07GR,"GRINNELL COMMUNITY SENIOR HIGH SCHOOL, MAIN GYM", 1333 SUNSET ST,GRINNELL,50112,7Ee2NTaS,q4HFYuXX,0,0,0,0,0,0,0,0
1312,Poweshiek,3RD WARD - 08.08GR, HOTEL GRINNELL,925 PARK ST,GRINNELL,50112,kZdxzpV7,1yQGqFnb,0,0,0,0,0,0,0,0
1313,Poweshiek,4TH WARD - 09.09GR,GRINNELL MIDDLE SCHOOL GYM,132 E ST S,GRINNELL,50112,fPArlQWn,Q5UPiNsa,0,0,0,0,0,0,0,0
1314,Poweshiek,BMWJ,BROOKLYN-GUERNSEY-MALCOM ELEMENTARY SCHOOL,1090 JACKSON ST,BROOKLYN,52211,KPWDjJZa,cugJaFe0,0,0,0,0,0,0,0,0
1315,Poweshiek,CGWS,4-H FAIRGROUNDS, 425 E ST S,GRINNELL,50112,DFuXPet2,U0CkxAyl,0,0,0,0,0,0,0,0
1316,Poweshiek,DRL,MONTEZUMA ELEMENTARY SCHOOL C,504 N 4TH ST,MONTEZUMA,50171,jb00dbab,asDPFaWH,0,0,0,0,0,0,0,0
1317,Poweshiek,JUPS,MONTEZUMA ELEMENTARY SCHOOL A,504 N 4TH ST,MONTEZUMA,50171,suaPjX0B,jDvBrZf5,0,0,0,0,0,0,0,0
1318,Poweshiek,MONTEZUMA - 11.11MO,MONTEZUMA ELEMENTARY SCHOOL B,504 N 4TH ST,MONTEZUMA,50171,KV7S1nw5,zFJCvGIs,0,0,0,0,0,0,0,0
1319,Poweshiek,MS,MALCOM AUDITORIUM,212 MAIN ST,MALCOM,50157,d5Tf0DOJ,Lyz6eRYa,0,0,0,0,0,0,0,0
1320,Ringgold,Athens,KELLERTON COMMUNITY CENTER,304 ADAMS ST,KELLERTON,50133,twXENfN2,2QI2K8De,0,0,0,0,0,0,0,0
1321,Ringgold,Clinton,BENTON COMMUNITY CENTER,111 STATE ST,BENTON,50835,oQc63zgd,v71ja7V8,0,0,0,0,0,0,0,0
1322,Ringgold,Mount Ayr 1,RINGGOLD COUNTY COURT HOUSE; ASSEMBLY ROOM,109 W MADISON ST,MT. AYR,50854,Xoswg6b1,wzp0KsRP,0,0,0,0,0,0,0,0
1323,Ringgold,Mount Ayr 2,RINGGOLD COUNTY COURT HOUSE; COURT ROOM,109 W MADISON ST,MT. AYR,50854,Eff2lreB,Av6svPpU,0,0,0,0,0,0,0,0
1324,Ringgold,Tingley,TINGLEY COMMUNITY CENTER,111 W MAIN ST,TINGLEY,50863,F4DndQTo,oCNxaLvm,0,0,0,0,0,0,0,0
1325,Ringgold,Union,ELLSTON COMMUNITY CENTER,MAIN ST,ELLSTON,50074,6xlgdOeU,7yfwqUYk,0,0,0,0,0,0,0,0
1326,Ringgold,Washington,DIAGONAL COMMUNITY CENTER,103 BROADWAY ST,DIAGONAL,50845,fvLz8xgA,8dMHsYqI,0,0,0,0,0,0,0,0
1327,Sac,Auburn,AUBURN FIRE STATION,101 PINE ST,AUBURN,51433,k9XILIKF,6f3nkCuw,0,0,0,0,0,0,0,0
1328,Sac,Early,EARLY COMMUNITY BASEMENT C,107 MAIN ST,EARLY,50535,dWlSyahA,o6hHUW0x,0,0,0,0,0,0,0,0
1329,Sac,Lake View,"EAST SAC COUNTY HIGH SCHOOL, GYM",801 JACKSON ST,LAKE VIEW,51450,QuuuosU8,476Ynuuq,0,0,0,0,0,0,0,0
1330,Sac,Lytton,LYTTON LIBRARY,118 MAIN ST,LYTTON,50561,uebSmPlA,FsSnC2AC,0,0,0,0,0,0,0,0
1331,Sac,Nemaha,EARLY COMMUNITY BASEMENT B,107 MAIN ST,EARLY,50535,oc5f4QAt,5LefZCY8,0,0,0,0,0,0,0,0
1332,Sac,Odebolt,ODEBOLT ELEMENTARY,600 MAPLE ST,ODEBOLT,51458,q437mfvT,KUls8tiU,0,0,0,0,0,0,0,0
1333,Sac,Sac City,SAC COMMUNITY CENTER,1015 W MAIN ST,SAC CITY,50583,fBHX8dN2,RnqMK727,0,0,0,0,0,0,0,0
1334,Sac,Schaller,EARLY COMMUNITY BASEMENT A,107 MAIN ST,EARLY,50535,Kqz3Jv1Y,9sMy6XX3,0,0,0,0,0,0,0,0
1335,Sac,Wall Lake,WALL LAKE SHELTER HOUSE,310 STEWART ST,WALL LAKE,51466,kw3fAfGR,jQziqFNd,0,0,0,0,0,0,0,0
1336,Scott,(AG) Allen's Grove Township,DONAHUE FIRE STATION,302 N. MAINT ST.,DONAHUE,52746,bOykms74,peR2Ak9S,0,0,0,0,0,0,0,0
1337,Scott,(B11) City of Bettendorf,WATERFRONT CONVENTION CENTER A,2021 STATE ST,BETTENDORF,52722,uZuxZwb9,wZtaN65T,0,0,0,0,0,0,0,0
1338,Scott,(B12) City of Bettendorf,WATERFRONT CONVENTION CENTER B,2021 STATE ST,BETTENDORF,52722,316Ak4uV,1HCONcFb,0,0,0,0,0,0,0,0
1339,Scott,(B21) City of Bettendorf,WATERFRONT CONVENTION CENTER C,2021 STATE ST,BETTENDORF,52722,CQVUUS6f,74bch7q6,0,0,0,0,0,0,0,0
1340,Scott,(B22) City of Bettendorf,WATERFRONT CONVENTION CENTER D,2021 STATE ST,BETTENDORF,52722,8Mgls7qd,1cSSMRNr,0,0,0,0,0,0,0,0
1341,Scott,(B23) City of Bettendorf,WATERFRONT CONVENTION CENTER E,2021 STATE ST,BETTENDORF,52722,EPex2XA6,X8gvJity,0,0,0,0,0,0,0,0
1342,Scott,(B31) City of Bettendorf,WATERFRONT CONVENTION CENTER F,2021 STATE ST,BETTENDORF,52722,PG0YJ2Bd,PHmOZGmc,0,0,0,0,0,0,0,0
1343,Scott,(B32) City of Bettendorf,WATERFRONT CONVENTION CENTER G,2021 STATE ST,BETTENDORF,52722,3i2xWXjA,Zcew2Roj,0,0,0,0,0,0,0,0
1344,Scott,(B41) City of Bettendorf,WATERFRONT CONVENTION CENTER H,2021 STATE ST,BETTENDORF,52722,Mq2dDukV,Okj6VFRU,0,0,0,0,0,0,0,0
1345,Scott,(B42) City of Bettendorf,WATERFRONT CONVENTION CENTER I,2021 STATE ST,BETTENDORF,52722,PIt3wJJJ,AMupksBq,0,0,0,0,0,0,0,0
1346,Scott,(B51) City of Bettendorf,WATERFRONT CONVENTION CENTER J,2021 STATE ST,BETTENDORF,52722,1348Qk5C,rltKfl8I,0,0,0,0,0,0,0,0
1347,Scott,(B52) City of Bettendorf,"ISLE OF CAPRI, SALON A",1777 ISLE PARKWAY,BETTENDORF,52722,GVC3L4ua,reiSEHzK,0,0,0,0,0,0,0,0
1348,Scott,(BF) City of Buffalo,"BUFFALO ELEMENTARY SCHOOL, CAFETERIA",1000 JEFFERSON ST,BUFFALO,52728,QBcq3RD6,tL2GtvDZ,0,0,0,0,0,0,0,0
1349,Scott,(BG) Blue Grass Township,"BLUE GRASS SCHOOL, GYM",226 W SYCAMORE ST,BLUE GRASS,52726,UqeZUQdx,MfPF8nn5,0,0,0,0,0,0,0,0
1350,Scott,(BU) Buffalo Township,"BUFFALO ELEMENTARY SCHOOL, GYM",1000 JEFFERSON ST,BUFFALO,52728,4O4Qc3U5,aq9vT2WC,0,0,0,0,0,0,0,0
1351,Scott,(D11) City of Davenport,"WEST HIGH SCHOOL, AUDITORIUM B",3505 W LOCUST ST,DAVENPORT,52804,6U6833us,aLE0t2Cc,0,0,0,0,0,0,0,0
1352,Scott,(D12) City of Davenport,"JACKSON ELEMENTARY SCHOOL, GYM",1307 WISCONSIN AVE.,DAVENPORT,52804,NR07eXwp,z66rtfIR,0,0,0,0,0,0,0,0
1353,Scott,(D13) City of Davenport,"HAYES ELEMENTARY SCHOOL, GYM",622 S CONCORD ST,DAVENPORT,52802,pau7cPd3,GGDxn5HZ,0,0,0,0,0,0,0,0
1354,Scott,(D14) City of Davenport,"SMART INTERMEDIATE SCHOOL, CAFETERIA",1934 W 5TH ST,DAVENPORT,52802,5TCfKDTE,yB0p555c,0,0,0,0,0,0,0,0
1355,Scott,(D21) City of Davenport,"BUCHANAN ELEMENTARY SCHOOL, GYM",4515 N FAIRMOUNT ST,DAVENPORT,52806,b6ygnVYZ,n71jeA6M,0,0,0,0,0,0,0,0
1356,Scott,(D22) City of Davenport,"WILSON ELEMENTARY SCHOOL, LARGE GYM",2002 N CLARK ST,DAVENPORT,52804,NQpUBJk6,O0sEHPOH,0,0,0,0,0,0,0,0
1357,Scott,(D23) City of Davenport,"HARRY S. TRUMAN SCHOOL, GYM",5506 N PINE ST,DAVENPORT,52806,byCul1DP,0OaARD0w,0,0,0,0,0,0,0,0
1358,Scott,(D24) City of Davenport,"FILLMORE ELEMENTARY SCHOOL, GYM",7307 PACIFIC ST,DAVENPORT,52806,PZBh5djI,hSnzOyDn,0,0,0,0,0,0,0,0
1359,Scott,(D31) City of Davenport,"MONROE ELEMENTARY SCHOOL, AUDITORIUM",1926 W 4TH ST,DAVENPORT,52802,8CYbdBvS,L4AvyMFz,0,0,0,0,0,0,0,0
1360,Scott,(D32) City of Davenport,"FRIENDLY HOUSE, MEETING ROOM",1221 N MYRTLE ST,DAVENPORT,52804,ITV3odGu,MI5tADH9,0,0,0,0,0,0,0,0
1361,Scott,(D33) City of Davenport,"JB YOUNG OPPORTUNITY CENTER, BOARD ROOM",1702 N MAIN ST,DAVENPORT,52803,zToUojHN,Tc5puqY9,0,0,0,0,0,0,0,0
1362,Scott,(D34) City of Davenport,"JEFFERSON ELEMENTARY SCHOOL, AUDITORIUM",1027 N MARQUETTE ST,DAVENPORT,52804,NhhJs0vt,6P4NrUdd,0,0,0,0,0,0,0,0
1363,Scott,(D41) City of Davenport,"WILLIAMS INTERMEDIATE SCHOOL, GYM - LARGE",3040 N DIVISION ST,DAVENPORT,52804,aEddgaq3,TY78E8EA,0,0,0,0,0,0,0,0
1364,Scott,(D42) City of Davenport,"WILLIAMS INTERMEDIATE SCHOOL, CAFETERIA",3040 N DIVISION ST,DAVENPORT,52804,DQ0lMxIT,XFUmAdv0,0,0,0,0,0,0,0,0
1365,Scott,(D43) City of Davenport,"THE ROGALSKI CENTER, BALLROOM A",2100 N RIPLEY ST,DAVENPORT,52803,zGKNGl9f,qcIIVMQw,0,0,0,0,0,0,0,0
1366,Scott,(D44) City of Davenport,"THE ROGALSKI CENTER, BALLROOM B",2100 N RIPLEY ST,DAVENPORT,52803,ZVk5svqQ,bEjBdxih,0,0,0,0,0,0,0,0
1367,Scott,(D51) City of Davenport,"WASHINGTON ELEMENTARY SCHOOL, AUDITORIUM",1608 E LOCUST ST,DAVENPORT,52803,CwUOffhe,pPYCH2Nw,0,0,0,0,0,0,0,0
1368,Scott,(D52) City of Davenport,"JB YOUNG OPPORTUNITY CENTER, GYM",1702 N MAIN ST,DAVENPORT,52803,4CllDNzt,cpTj2cZT,0,0,0,0,0,0,0,0
1369,Scott,(D53) City of Davenport,"MADISON ELEMENTARY SCHOOL, AUDITORIUM",116 E LOCUST ST,DAVENPORT,52803,uNjnT1tk,nWlczkSy,0,0,0,0,0,0,0,0
1370,Scott,(D54) City of Davenport,"CENTRAL HIGH SCHOOL, KAHLER AUDITORIUM",1120 MAIN ST.,DAVENPORT,52803,szOPmVlp,NCYEIV1F,0,0,0,0,0,0,0,0
1371,Scott,(D61) City of Davenport,"MCKINLEY ELEMENTARY, AUDITORIUM",1716 KENWOOD AVE,DAVENPORT,52803,G5NCDSig,glRx1rI9,0,0,0,0,0,0,0,0
1372,Scott,(D62) City of Davenport,"EISENHOWER ELEMENTARY SCHOOL, GYM",2827 JERSEY RIDGE RD.,DAVENPORT,52803,WyZyXmuj,XlDqho4V,0,0,0,0,0,0,0,0
1373,Scott,(D63) City of Davenport,SUDLOW INTERMEDIATE - LARGE GYM,1414 E LOCUST ST,DAVENPORT,52803,Fj5iEVCR,g4hQczgT,0,0,0,0,0,0,0,0
1374,Scott,(D64) City of Davenport,"CENTRAL HIGH SCHOOL, MARSHALL GYM",1120 MAIN ST,DAVENPORT,52803,XFGkaK64,XcqPIYuG,0,0,0,0,0,0,0,0
1375,Scott,(D71) City of Davenport,"NORTH HIGH SCHOOL, SMALL GYM",626 W 53RD ST,DAVENPORT,52806,lJHCqnHV,vIFEHW3A,0,0,0,0,0,0,0,0
1376,Scott,(D72) City of Davenport,"ADAMS ELEMENTARY SCHOOL, GYM",3029 N DIVISION ST,DAVENPORT,52804,UwNMc8t1,LaCgCNJj,0,0,0,0,0,0,0,0
1377,Scott,(D73) City of Davenport,"GARFIELD ELEMENTARY SCHOOL, GYM",902 E 29TH ST,DAVENPORT,52803,HQY0IpTX,u3Z9ESGq,0,0,0,0,0,0,0,0
1378,Scott,(D74) City of Davenport,"NORTH HIGH SCHOOL, CAFETERIA",626 W 53RD ST,DAVENPORT,52806,0VK3SIJI,DIxTrdXm,0,0,0,0,0,0,0,0
1379,Scott,(D81) City of Davenport,"FILLMORE ELEMENTARY SCHOOL, CAFETERIA",7307 PACIFIC ST,DAVENPORT,52806,luJ0MSMe,LVu6fCSe,0,0,0,0,0,0,0,0
1380,Scott,(D82) City of Davenport,"HARRY S. TRUMAN SCHOOL, CAFETERIA",5506 N PINE ST,DAVENPORT,52806,tfjfhCZA,zIZfiSy6,0,0,0,0,0,0,0,0
1381,Scott,(D83) City of Davenport,"HARRISON ELEMENTARY SCHOOL, LARGE GYM",1032 W 53RD ST,DAVENPORT,52806,8YBZXsdv,lNPvbDM8,0,0,0,0,0,0,0,0
1382,Scott,(D84) City of Davenport,"HARRISON ELEMENTARY SCHOOL, CAFETERIA",1032 W 53RD ST,DAVENPORT,52806,qhI2ROud,hQgbf9rX,0,0,0,0,0,0,0,0
1383,Scott,(DH) City of Donahue,"JOHN GLENN ELEMENTARY, MEDIA CENTER",308 N. MAIN ST.,DONAHUE,52746,rIwlGDmK,NqkAiD1N,0,0,0,0,0,0,0,0
1384,Scott,(EL1) City of Eldridge,ELDRIDGE COMMUNITY CENTER A,400 S 16TH AVE,ELDRIDGE,52748,mL4wr6Vv,EOOU6qu7,0,0,0,0,0,0,0,0
1385,Scott,(EL2) City of Eldridge,ELDRIDGE COMMUNITY CENTER B,400 S 16TH AVE,ELDRIDGE,52748,a7n35hRH,NFe5ZtH4,0,0,0,0,0,0,0,0
1386,Scott,(HG) Hickory Grove Township,"NORTH SCOTT HIGH SCHOOL, COMMONS A",200 S. 1ST ST.,ELDRIDGE,52748,MAHGPRUr,zb7XqY4W,0,0,0,0,0,0,0,0
1387,Scott,(LB) Liberty Township,"NORTH SCOTT HIGH SCHOOL, COMMONS B",200 S. 1ST ST.,ELDRIDGE,52748,qQelISfI,lH04Iizz,0,0,0,0,0,0,0,0
1388,Scott,(LC1) City of LeClaire,"BRIDGEVIEW ELEMENTARY SCHOOL, CAFETERIA",316 S 12TH ST ,LE CLAIRE,52753,NfkRSTp5,ZMOV7kKK,0,0,0,0,0,0,0,0
1389,Scott,(LC2) City of LeClaire,"BRIDGEVIEW ELEMENTARY SCHOOL, GYM",316 S 12TH ST ,LE CLAIRE,52753,YBkVkxSg,P0UYhT8z,0,0,0,0,0,0,0,0
1390,Scott,(LCT) LeClaire Township,"CODY ELEMENTARY SCHOOL, GYM",2100 TERRITORIAL RD,LE CLAIRE,52753,cVidyy1J,SUz7cVZX,0,0,0,0,0,0,0,0
1391,Scott,(LG) City of Long Grove,"NORTH SCOTT HIGH SCHOOL, COMMONS C",200 S. 1ST ST.,ELDRIDGE,52748,unn0K3xd,GFfuCStK,0,0,0,0,0,0,0,0
1392,Scott,(MC) McCausland,MCCAUSLAND CIVIC CENTER,305 N. SALINA ST.,MCCAUSLAND,52758,Vc3sittT,mzAPYNUE,0,0,0,0,0,0,0,0
1393,Scott,(PKV) Park View,"NEIL ARMSTRONG ELEMENTARY, GYM",212 S. PARK AVE.,ELDRIDGE,52748,AQCUFaCA,2Hzmt6dh,0,0,0,0,0,0,0,0
1394,Scott,(PR) Princeton Township,"VIRGIL GRISSON ELEMENTARY, GYM",500 LOST GROVE RD,PRINCETON,52768,PGQENXKw,SagGr2EU,0,0,0,0,0,0,0,0
